vessel_type,vessel_number,course_diff_std,course_diff_mad,distance_to_shore_mad,distance_to_shore_max,distance_to_shore_median,distance_to_shore_std,speed_std,speed_median,speed_mad,time_diff_median,time_diff_mad,time_diff_std,time_duration,thermo_depth_median,thermo_depth_mad,thermo_depth_std,east_water_velocity_std,east_water_velocity_median,east_water_velocity_mad,water_surface_elevation_median,water_surface_elevation_std,water_surface_elevation_mad,oceanic_depth_std,oceanic_depth_mad,oceanic_depth_median,sog_std,sog_mad,sog_median,choloro_conc_mad,choloro_conc_std,choloro_conc_median,course_std,course_mad,ratio_in_eez,north_water_velocity_std,north_water_velocity_mad,north_water_velocity_median,sea_temperature_std,sea_temperature_mad,sea_temperature_median,distance_to_port_max,distance_to_port_mad,distance_to_port_median,distance_to_port_std,salinity_mad,salinity_std,salinity_median,distance_max,distance_std,distance_median,distance_mad
seiner,100277,139.87845777339024,104.65496032982212,9.052795349310744,42.90146416673856,34.65375892927705,11.363248625022733,4.1997750068031445,0.4245271883834755,3.450037574290778,941.0,1922.3862139194666,10481.487130647369,7705765,102.6,31.22547602280468,51.09164502587832,0.12926933352642814,0.17,0.1041029899960558,-0.26,0.09236052882009496,0.07662333048872316,47.88093747138941,36.32396933558033,-85.0,3.559336800268661,3.206871182186525,0.6,0.032355914858190934,0.04270886424055818,0.1802,108.84138221165445,93.88407446753942,1.0,0.20534098119398786,0.15803194090860195,0.08,0.6992836446631541,0.5007725196313961,12.7,67.05156484319198,8.571126964722563,59.360347715445116,11.005493975721365,0.15365989458209284,0.1822803085447773,34.7,13.675941757094796,1.113478373644168,0.0821352856875402,0.8392064195620701
trawler,100287,145.11660972480414,114.18703617421015,4.078582420006737,27.77940999244716,1.0862732444538497,5.507224991652192,2.201301826211105,0.030678047515781213,1.4970026080930308,324.0,410.059040527958,2468.947965707647,7333171,173.10000000000005,9.518757397460579,13.297911481020096,0.1431516623425833,0.14,0.122983394397849,-1.76,0.027751015492205718,0.0199539764360829,0.7492411777630871,0.599127615975058,-2.0,1.8067642553334409,1.3978472863365552,0.0,0.07581172965583582,0.10557728156810636,0.7853545559622422,104.69514950885252,90.71029733037732,1.0,0.15212297013660464,0.1253643551860645,0.05,0.3140234417250347,0.273715127718157,-0.5,37.766873544459074,6.10599040912,0.6884903662179592,7.892361803630373,0.043171152845278615,0.059167795470095076,34.1,22.089191328339123,0.6796260450618751,0.0021410068040227104,0.24827160435240395
trawler,100305,149.74696683213304,118.3556987779165,2.680323548213205,257.5133549249457,0.8229733851189163,14.458044816909508,1.7605616803029425,0.02881615132641621,0.7009810166110938,349.0,1479.0994583001486,13367.55322467621,7891876,218.0,3.0334845678183537,8.321031345049555,0.1589999926096214,0.04,0.1276671558669733,-1.56,0.042899308117684186,0.03390398043662784,8.730338594499228,2.1832819523864924,1.0,1.5730748956637102,0.6622390807409196,0.0,0.038226679003919434,0.09387748578437284,0.5961000000000001,119.43319605809359,102.70996154772214,1.0,0.1820044042791126,0.1466058310787364,0.1,0.2527051854326613,0.15346799847804352,-0.2,266.97566969535654,7.227005752788642,0.6041199346908874,19.04772200950694,0.003644355851459065,0.013499778601243184,34.0,153.7797092165163,3.362492467053317,0.002576091881014559,0.41410149988262696
trawler,100321,119.20099442613241,66.40952585596366,12.792130886158038,71.85313329119657,17.028229169426005,17.406927028574035,4.27121782625988,3.740199067038968,3.098349163659099,310.0,1576.220424033144,13868.19534167206,7947285,206.75,45.0154012060362,55.7618910357243,0.11409686629119828,0.18,0.08902600402508926,-0.74,0.0745376466703109,0.06205730403366003,7.553652034336285,5.489117962308347,-5.0,2.9884294584176647,2.5259566721675437,3.6,0.03949642081231025,0.0595609503898896,0.4896090581883623,116.20992124700113,102.87305470871333,1.0,0.21617371675377103,0.1604694501398729,-0.01,0.45383417257734604,0.3885569937856789,5.6000000000000005,111.56541573909469,19.64270899284149,27.80727030042339,26.328621938337307,0.06755439610073764,0.08629034817871499,34.0,53.518445514581614,2.2538280180389445,0.33552086387043656,0.8007436689165844
longliner,100362,107.38359563588543,54.29335760833292,3.954800904569896,27.881607504866057,5.237244946497156,5.719304508474603,3.9368949228152528,8.954333878049242,3.331583292249302,556.0,54138.600168534074,133984.60187637282,5293825,114.4,31.26551605755127,46.34584169313013,0.2257957145887265,0.08,0.19524921194719266,-0.32,0.1006367587064372,0.06195811616366531,96.8861052667543,67.5600012484005,-70.0,1.69218592045295,0.7494397802815155,7.9,0.021491507755688026,0.024456094098866125,0.0987,104.66635337583187,93.6118633411674,1.0,0.17643344788932702,0.13279298398926373,-0.14,0.9475395888099144,0.6046315658063104,12.8,74.4288921142352,8.332405874181394,15.472289919100893,11.482593134181556,0.07888642676570777,0.09382076033582952,35.1,48.88317603422588,6.58110797969854,1.0952734076777877,2.60055889689844
trawler,100370,104.81179482046309,61.468604431411535,2.672939435097352,19.126303012880765,7.1529375109295215,3.3555861960153845,2.6223922276047884,3.701475671347836,1.5688155529135241,949.0,19617.20264264317,105357.14810942768,7744287,139.9,20.191217662421533,29.58134455599393,0.057107378287360164,0.19,0.04228743980852183,-0.43,0.044030126916125005,0.035479840900313975,1.58448101642878,1.1568414828649287,-1.0,2.405214949456907,1.3480364541628391,3.3,0.012099726334833338,0.031926452128113736,0.25985271317829456,104.2048025706748,89.4167065681552,1.0,0.099795327328896,0.08067811550218291,0.08,0.39958932446208506,0.2894196090581218,7.800000000000002,49.77549218166124,6.2270523243818925,25.05191014170975,8.632793539561673,0.0657388033486872,0.08036825384521525,34.1,15.190453565713366,1.5767162116788334,0.978913629482764,0.8700473680632781
seiner,100380,140.33269787595,88.08043649875641,94.25906481488205,605.8381808897733,202.4592006683939,122.02113317673019,6.562170465221134,12.295249948590325,6.292863879204612,19.0,1528.8561544911126,3903.443231888246,7604551,109.58494842562428,23.46034208705854,28.71030404056444,0.579383918619597,-0.08,0.5029936034545428,0.63,0.08792871299796118,0.07122882162338733,384.2144008322088,271.8052633325988,-1105.0,4.724229937548914,4.070343952764014,11.1,0.1484266359832863,0.24808390837812705,0.361,113.9576898724928,102.56693264917587,0.8923942924466554,0.2487551833090639,0.19667307512031373,0.08265436287148868,1.1728403975127046,0.7739762659177088,29.4,753.145493513179,166.06737988310968,332.91978551462836,196.17163419815327,0.16636438517296398,0.23818168386448946,34.2,131.99857819430994,6.5247490013198695,0.03692827215605079,2.182425918354664
seiner,100383,102.39316095347202,55.93014222975736,6.543072417638041,51.17458060933016,6.220582215831053,8.282080462154433,4.926966580285766,2.770077876210682,4.622356373735872,914.0,4810.05881934687,25405.60537984061,7781478,282.8,64.75892113960337,77.5989071047688,0.13619838988785166,0.27,0.11145014157579684,-0.31,0.05577284341939178,0.04433015574525752,93.10305362345592,51.84391805328572,-22.0,4.26933264678211,4.123878520636652,6.8,0.07930415517530677,0.10802113718607154,0.3977781287970839,105.199901062242,95.49819995166344,1.0,0.20716027311757854,0.1787321184129692,0.07,0.4344632653534463,0.3506488944000469,9.1,95.1310175827497,8.409123235053732,20.12499154065302,11.866722766276386,0.03420199268093725,0.05816473687440081,34.300000000000004,147.20909735616874,4.632014004888688,0.4294941480619279,1.8213278857114108
trawler,100403,143.73632082161058,113.54291093114522,31.44598581476805,314.8382775769505,4.3391114287723775,54.85444716805468,3.7302750886650133,0.0033721585359982502,2.909671814877857,989.0,6583.796990548202,28040.02138608425,7851032,227.5,34.884768947700074,44.826313287446325,0.1775446392525961,0.14,0.13123068262969964,-0.9,0.0706215353671094,0.04885834068473016,57.14776600138915,24.51460651123713,-8.0,3.3269026031376843,2.663521713925646,0.0,0.018577661666983148,0.07030217868116474,0.30665895196506554,104.63678478122223,90.58874473022938,1.0,0.13260027189259,0.08140603738710356,-0.02,0.4840702415863517,0.3706704977945811,4.4,336.2904193151808,34.681630797292065,28.437333823244504,55.64302586749599,0.03867987397605625,0.06559943024393343,33.9,253.15536932915347,15.265385296535367,0.0009388240887679652,3.1052774503014713
support,100448,112.97966900331366,69.53210779108385,193.114643244396,901.9026116561135,99.25680292486788,234.51709742683155,8.701512599620585,14.94259429721242,8.199259851985468,299.0,3104.118570934375,7707.593762421848,7894855,105.1,23.255052299759,31.23503385839884,0.33748323160779803,-0.051307362165731264,0.21566060035968249,0.5386530207989435,0.129257377075765,0.10393268644289026,495.3516675857254,463.8035652600171,-883.0,6.77561355015537,6.267921908671633,13.6,0.11033257043521172,0.5702754886604237,0.2237,92.02530562336919,75.58542594964078,0.7590083597578553,0.3295108557946543,0.2347200488484479,-0.11,1.3593349535426398,1.1092757899733732,28.5,1009.8170743932304,243.48955731760944,203.9263323899353,283.4646488183992,0.3261125160728892,0.423209589608806,34.78375701551667,799.0668547281409,21.875550282527215,0.04604221417610534,5.928282848231095
longliner,100453,164.1662741334826,104.53758992908348,133.84230121670248,504.70511425442663,122.46372382724459,154.7304438506498,3.7924941885377534,4.79326866911838,3.4395292552959935,19.0,2133.0566217352152,5698.570588527849,7946136,67.4,15.177231805287429,21.28783088044627,0.15863597633636872,0.01,0.13535476447301698,0.7000000000000001,0.06507709526742853,0.05288052751844582,334.7032059446996,230.05634071886016,-762.0,2.8226129180055137,2.472080815503582,6.3,0.05600588329498253,0.07739370636044034,0.1602,129.50030536804098,113.58779661611729,0.7791058677429371,0.14793779880815716,0.11383757543850552,0.08,0.8613110715529897,0.75947973564125,29.4,555.6639828748781,148.84952369265733,181.68756808381772,167.2144400569217,0.1829379457477945,0.21401192513870526,34.9,327.4591839084984,9.13018879280613,0.02535268618690427,2.9017710599826967
trawler,100457,138.18964266341595,89.13392103629381,53.174810668417884,640.4862335672378,37.50613360849154,72.33018541437397,4.254786165114997,3.236426671127373,3.51934087008676,272.0,894.994511544833,3320.5307798785198,7914868,199.9,196.88252684359432,230.33603417280827,0.13841879381491493,0.08,0.10924573801716556,-0.48,0.3621162467379458,0.3463373928788117,144.5235728947415,73.67636352828093,-33.0,3.616263984695975,3.0695823506875084,3.2,1.9554225360952175,4.484300691659855,7.155642652925532,115.25925947899549,98.55618897701405,0.9950913838120105,0.16879307458658932,0.13735171198931073,-0.02,2.533857578698309,2.204264892391386,6.8000000000000025,666.8582173479501,75.12297217266914,41.81550710306369,105.2071490427309,0.12764606044079824,0.14162762509471652,34.2,266.3252377745935,5.105484854541748,0.063319308296865,1.3965032085083215
seiner,100464,149.79546295786668,121.59109054303069,0.7209071806799209,9.541603718193707,2.373278137015272,1.2297267984055027,2.696934176029795,0.009373062527710382,1.6349319710104493,709.0,553.9923661663022,8970.98101347952,7079743,257.8,83.65640761460799,99.64416933936329,0.18232381639623865,0.21,0.14199529269466676,-0.5,0.09862823706058807,0.07598947371965269,17.336727981498054,14.892132885930689,28.0,2.362207068967091,1.5246078996446106,0.0,0.027514844840665676,0.033917928454014964,0.2888,105.79243260947844,92.22880285448015,1.0,0.13415083660038052,0.10761912033622864,-0.03,1.0035428782557678,0.7905836720148641,7.300000000000002,21.31459952216078,4.961997925474777,1.0019597144491184,5.725805152475668,0.13211576920527132,0.18498487089198373,34.1,2.9985739882485523,0.3907908135654407,0.0011959607436952894,0.20819241065317245
trawler,100481,147.2439339130755,114.84747582214744,43.688775533903105,686.9840766151153,4.310670846666383,73.79885933714993,2.597177617528395,0.01373066724345149,2.017087707966068,957.0,1318.7107515821326,7084.220462490262,7944716,219.6,40.172024158456935,114.56703597229576,0.1732316799634814,0.2,0.13973230987690882,-0.9,0.11564136705063045,0.08318143227951948,166.0324659966139,50.072884583793325,-8.0,2.4021301048680024,1.9132106449354624,0.0,0.044335959622875086,0.1003224877868574,0.3439101976639713,107.81572586372364,91.90317515685152,0.9871996849153208,0.15933469695203134,0.11799188275350378,-0.09,0.8524506726233079,0.642704910136801,4.3,697.2645879963211,46.78836318709193,28.407956354410864,73.93766146581841,0.05817682126529791,0.07669655540823739,33.9,205.46963076539186,5.59340985455426,0.002850881229756195,1.284269397415848
longliner,100488,133.09779725489162,82.27163119515396,126.98169731694023,816.215508369692,592.5429645211308,182.85057385938674,3.263539775176948,5.716419776577019,2.9734039783243507,63.0,19581.379417233104,54211.89412385912,7745570,262.5391923990499,56.539090306565626,76.2640454200329,0.2471427561766448,0.09144893111638956,0.168869696233693,0.63,0.13864798552048593,0.1051993067590988,369.26903802305253,181.53489783106903,-1472.0,2.360879220383543,1.8900743789716927,6.1,0.013721531617852455,0.015501270433405963,0.0806,116.1255470707832,98.96084958462556,0.06932409012131716,0.316323351735207,0.1955703388400153,-0.09353919239904986,0.8544332424917132,0.6428146239250436,21.149406175771976,1570.2131472138724,210.6118469130417,1305.8673781133612,342.3830176595905,0.04755122119901311,0.062180166078711935,35.637529691211405,1094.130165362042,50.56160788046635,0.1286009735727149,15.621553053027634
trawler,100494,133.23569477562302,95.51983891562638,18.89564740031646,106.06133887860015,1.0999519665197588,22.99455140745316,3.430182696039266,0.012788301296125395,2.809274210114772,942.0,4332.976159675899,45294.60359778905,7940736,169.35000000000005,8.959904843719439,11.755087336561274,0.17805707970730628,0.11,0.13570882027216802,-1.96,0.07404051703158418,0.04622860776003828,22.640549351278054,12.44247733348594,-15.0,3.0750660759361583,2.5895065847190244,0.0,0.05215465684047135,0.06066366215184935,0.46695,101.65614031795923,85.26666699080869,1.0,0.1077997328313512,0.07797113867435247,0.09,0.004449053682369374,0.0003957246020895863,-1.8,138.85630573393652,27.145670566935387,1.898768112555297,30.74469482966026,0.04176166467834876,0.07988510397270203,34.1,185.17826938287845,5.020128570325628,0.00289616434938238,1.1073851895405695
longliner,100528,128.74048887087685,87.9701280516705,20.579666666897346,93.2074758004825,2.294850366065723,22.510626090548325,3.39131902206178,0.13988961855378051,2.585210146952133,927.0,3242.6763208584252,27988.781689980475,6876086,83.7,39.10068273904513,50.44835306870905,0.4417057214355565,0.22,0.3728144823418231,-0.14,0.23112786041056696,0.2096728902576724,173.18887183529068,154.30024010991292,-21.0,3.1492936482997917,2.5101765746984555,0.1,0.02601920518865617,0.03733362648146737,0.1537,108.8756702575478,94.21823551534807,1.0,0.4162220991501864,0.34884248046640226,0.32,1.257709120328612,1.0713076946118685,15.1,113.78454706280729,29.93090682151421,41.19672784622432,32.38195951956709,0.07327547229094206,0.09068432954880293,35.2,170.39028175643352,3.859100120531776,0.03893831977595762,1.1141392488902468
support,100539,152.3112102885048,119.66875173607642,123.16419837342708,1236.9189261926829,1.287786230098508,205.74787804744025,6.867526055438438,0.017197374544871382,5.208736946774419,557.0,677.4018829736343,5400.423629573008,7940360,73.79870722433459,3.199810601196118,9.889438448007029,0.08908417323720304,0.12295918367346938,0.023380631004004858,0.373768221574344,0.039506601948076425,0.011327973380765044,362.20100875338824,259.5480653988606,-28.0,5.282919316598118,4.566909906485581,0.0,0.02401371651582453,0.054447621434916674,0.0772,108.05593801208492,95.48796042784008,0.9065840102607952,0.04087791065182621,0.012531768952618622,-0.058688046647230326,1.7426954296152457,0.4366623840643634,26.28943148688047,1265.85505587471,129.63047400403062,2.5987847432262376,213.28903356000092,0.11503972443432828,0.32584041943707776,35.539504373177856,1805.503819038952,21.94328271964827,0.0024538629772295315,2.3816872922367134
trawler,100580,148.41633303291687,110.86391696831171,34.36920074609398,179.72071080657682,4.274629360726449,42.859280240687625,3.3329521038175987,0.008051687346803334,2.6487920743703954,930.0,812.5436353673178,3955.118905251463,7917697,215.4,26.83223201944476,47.733427784582815,0.16892266546806742,0.2,0.12679886743501742,-0.91,0.2168074669479432,0.18052852078527734,10.217831174254231,8.840375706571676,-9.0,2.9472731768895315,2.39480064683548,0.0,0.08218952743699459,0.16529767931784187,0.3993697905573305,109.92831073813744,94.7998069749303,1.0,0.1477307886104496,0.11054303407015148,-0.01,1.1978867612706443,0.9936644973410688,4.2,195.2943293502383,26.553423987743727,34.92435881480773,34.42441046028119,0.04639852156716173,0.06442696804726282,33.9,103.38214686415718,3.6230922564294445,0.0014452282949195664,1.0087334729895234
trawler,100595,83.80865407289475,38.97232951710212,18.67575419171924,81.82596979417771,37.36251679033738,21.740786633917104,3.8998128461820354,4.734183687220709,3.4912007369992235,941.0,15862.39265873016,102569.94997716065,7884526,112.1,35.937493764172345,57.22664601455961,0.1858037881857713,0.12,0.14303160430839,-0.36,0.07689628945884669,0.058238095238095235,14.078493630931206,12.051031746031747,-30.0,3.8402497636672814,3.293072562358277,4.2,0.07282771201814058,0.09190604886286467,0.34415,104.02548717970508,94.65312009496843,1.0,0.15964949511911178,0.12471320861678005,-0.16,0.9414681736124698,0.6320524376417234,10.7,99.53335957338892,15.813829213315456,52.16315065590639,19.377136852373297,0.1200476190476204,0.17695355408754193,34.5,33.187529131371214,2.9881085598260038,1.3969609177181594,1.4875403357800034
seiner,100599,145.17058946004153,114.5155105020687,0.1318262589889336,1.5980204646825158,0.4393452615190116,0.15974324758405095,0.7195251459765141,0.034753518831598385,0.13471406351793053,497.0,269.92380403428416,311.6430030067864,628566,28.9,0.4169699444794822,0.5087293538648191,0.07346438256379885,-0.15,0.06361807415142523,-0.18,0.004429304633855252,0.0039205937697087394,0.5684257171699953,0.4893249656227706,1.0,0.7042204040101271,0.12390031637390014,0.0,0.008212076229567518,0.01275406584161237,0.1175,103.36200473063141,89.18350171000277,1.0,0.07549282730783764,0.06671086165362226,-0.11,0.07597198814410698,0.06266064246646888,22.3,4.274918318059228,0.4781493266919428,2.98157048407044,0.5031369237368012,0.04996265030345088,0.05000142273822312,36.0,1.7384821605313794,0.09029396399374047,0.0029288613611802594,0.016375718649023204
longliner,100625,112.84636672326029,63.79118224901821,6.625461860901061,68.47837836649443,14.012830574653895,8.393361813084661,2.2416121849098536,0.32568281343197125,0.9943427804537768,908.0,2965.4831946882227,40539.47260794501,7649686,105.5,77.06669009267478,93.104200915909,0.21066608581188334,-0.26,0.17565990839674792,-0.27,0.06978879414490201,0.05464464944332517,57.012317209715995,24.364133391826087,-37.0,1.8768975292944143,0.8758184475477698,0.3,0.0037629008227354744,0.008106909404804541,0.0965,111.12428066916836,91.41644195429402,1.0,0.09381228084778122,0.07028276231326773,0.06,0.344410805700766,0.19521429002059548,15.4,70.1144734263298,6.431257268335183,14.734088943946967,9.068257071588754,0.052690006453272716,0.07842449263950596,35.2,329.92125667299086,5.710554803101616,0.02834427371348592,0.4773276506703726
trawler,100639,144.57793689215896,87.89781988539438,47.5033548278496,416.986379528494,198.8259004164385,72.49026605165362,3.83126688933285,4.725927525169954,2.6598938369322385,12.0,1293.7796019521456,12940.479433272036,7595032,18.4,5.988933216553402,7.034820494921613,0.08463797356010802,0.11,0.061732361886394985,-0.49,0.19131153734120931,0.1037074243977345,15.067602377684267,8.953912757225309,-49.0,2.655730223957303,1.7467257788095942,4.2,0.018591182477748568,0.037772612357743374,0.210611915125136,121.17653022575684,103.39480258921905,0.9829490616621984,0.08254235107238443,0.06703347501035332,-0.01357723577235773,4.245445828071758,2.9799563493561907,14.0,464.0693931634796,59.93451937141189,335.87230250344504,94.49131324990509,0.7430244295389363,1.4258192830266667,31.0,947.0531170957088,12.994350461638728,0.01530214412912242,1.2140864881844657
